clientid,dpid,customerId,pan,accountNumber
40004617,IN004618,900004616,AHOWG9466J,1.00E+14
40004618,IN004619,900004617,AHOWG9467J,1.00E+14
40004619,IN004620,900004618,AHOWG9468J,1.00E+14
40004620,IN004621,900004619,AHOWG9469J,1.00E+14
40004621,IN004622,900004620,AHOWG9470J,1.00E+14
40004622,IN004623,900004621,AHOWG9471J,1.00E+14
40004623,IN004624,900004622,AHOWG9472J,1.00E+14
40004624,IN004625,900004623,AHOWG9473J,1.00E+14
40004625,IN004626,900004624,AHOWG9474J,1.00E+14
40004626,IN004627,900004625,AHOWG9475J,1.00E+14
40004627,IN004628,900004626,AHOWG9476J,1.00E+14
40004628,IN004629,900004627,AHOWG9477J,1.00E+14
40004629,IN004630,900004628,AHOWG9478J,1.00E+14
40004630,IN004631,900004629,AHOWG9479J,1.00E+14
40004631,IN004632,900004630,AHOWG9480J,1.00E+14
40004632,IN004633,900004631,AHOWG9481J,1.00E+14
40004633,IN004634,900004632,AHOWG9482J,1.00E+14
40004634,IN004635,900004633,AHOWG9483J,1.00E+14
40004635,IN004636,900004634,AHOWG9484J,1.00E+14
40004636,IN004637,900004635,AHOWG9485J,1.00E+14
40004637,IN004638,900004636,AHOWG9486J,1.00E+14
40004638,IN004639,900004637,AHOWG9487J,1.00E+14
40004639,IN004640,900004638,AHOWG9488J,1.00E+14
40004640,IN004641,900004639,AHOWG9489J,1.00E+14
40004641,IN004642,900004640,AHOWG9490J,1.00E+14
40004642,IN004643,900004641,AHOWG9491J,1.00E+14
40004643,IN004644,900004642,AHOWG9492J,1.00E+14
40004644,IN004645,900004643,AHOWG9493J,1.00E+14
40004645,IN004646,900004644,AHOWG9494J,1.00E+14
40004646,IN004647,900004645,AHOWG9495J,1.00E+14
40004647,IN004648,900004646,AHOWG9496J,1.00E+14
40004648,IN004649,900004647,AHOWG9497J,1.00E+14
40004649,IN004650,900004648,AHOWG9498J,1.00E+14
40004650,IN004651,900004649,AHOWG9499J,1.00E+14
40004651,IN004652,900004650,AHOWG9500J,1.00E+14
40004652,IN004653,900004651,AHOWG9501J,1.00E+14
40004653,IN004654,900004652,AHOWG9502J,1.00E+14
40004654,IN004655,900004653,AHOWG9503J,1.00E+14
40004655,IN004656,900004654,AHOWG9504J,1.00E+14
40004656,IN004657,900004655,AHOWG9505J,1.00E+14
40004657,IN004658,900004656,AHOWG9506J,1.00E+14
40004658,IN004659,900004657,AHOWG9507J,1.00E+14
40004659,IN004660,900004658,AHOWG9508J,1.00E+14
40004660,IN004661,900004659,AHOWG9509J,1.00E+14
40004661,IN004662,900004660,AHOWG9510J,1.00E+14
40004662,IN004663,900004661,AHOWG9511J,1.00E+14
40004663,IN004664,900004662,AHOWG9512J,1.00E+14
40004664,IN004665,900004663,AHOWG9513J,1.00E+14
40004665,IN004666,900004664,AHOWG9514J,1.00E+14
40004666,IN004667,900004665,AHOWG9515J,1.00E+14
40004667,IN004668,900004666,AHOWG9516J,1.00E+14
40004668,IN004669,900004667,AHOWG9517J,1.00E+14
40004669,IN004670,900004668,AHOWG9518J,1.00E+14
40004670,IN004671,900004669,AHOWG9519J,1.00E+14
40004671,IN004672,900004670,AHOWG9520J,1.00E+14
40004672,IN004673,900004671,AHOWG9521J,1.00E+14
40004673,IN004674,900004672,AHOWG9522J,1.00E+14
40004674,IN004675,900004673,AHOWG9523J,1.00E+14
40004675,IN004676,900004674,AHOWG9524J,1.00E+14
40004676,IN004677,900004675,AHOWG9525J,1.00E+14
40004677,IN004678,900004676,AHOWG9526J,1.00E+14
40004678,IN004679,900004677,AHOWG9527J,1.00E+14
40004679,IN004680,900004678,AHOWG9528J,1.00E+14
40004680,IN004681,900004679,AHOWG9529J,1.00E+14
40004681,IN004682,900004680,AHOWG9530J,1.00E+14
40004682,IN004683,900004681,AHOWG9531J,1.00E+14
40004683,IN004684,900004682,AHOWG9532J,1.00E+14
40004684,IN004685,900004683,AHOWG9533J,1.00E+14
40004685,IN004686,900004684,AHOWG9534J,1.00E+14
40004686,IN004687,900004685,AHOWG9535J,1.00E+14
40004687,IN004688,900004686,AHOWG9536J,1.00E+14
40004688,IN004689,900004687,AHOWG9537J,1.00E+14
40004689,IN004690,900004688,AHOWG9538J,1.00E+14
40004690,IN004691,900004689,AHOWG9539J,1.00E+14
40004691,IN004692,900004690,AHOWG9540J,1.00E+14
40004692,IN004693,900004691,AHOWG9541J,1.00E+14
40004693,IN004694,900004692,AHOWG9542J,1.00E+14
40004694,IN004695,900004693,AHOWG9543J,1.00E+14
40004695,IN004696,900004694,AHOWG9544J,1.00E+14
40004696,IN004697,900004695,AHOWG9545J,1.00E+14
40004697,IN004698,900004696,AHOWG9546J,1.00E+14
40004698,IN004699,900004697,AHOWG9547J,1.00E+14
40004699,IN004700,900004698,AHOWG9548J,1.00E+14
40004700,IN004701,900004699,AHOWG9549J,1.00E+14
40004701,IN004702,900004700,AHOWG9550J,1.00E+14
40004702,IN004703,900004701,AHOWG9551J,1.00E+14
40004703,IN004704,900004702,AHOWG9552J,1.00E+14
40004704,IN004705,900004703,AHOWG9553J,1.00E+14
40004705,IN004706,900004704,AHOWG9554J,1.00E+14
40004706,IN004707,900004705,AHOWG9555J,1.00E+14
40004707,IN004708,900004706,AHOWG9556J,1.00E+14
40004708,IN004709,900004707,AHOWG9557J,1.00E+14
40004709,IN004710,900004708,AHOWG9558J,1.00E+14
40004710,IN004711,900004709,AHOWG9559J,1.00E+14
40004711,IN004712,900004710,AHOWG9560J,1.00E+14
40004712,IN004713,900004711,AHOWG9561J,1.00E+14
40004713,IN004714,900004712,AHOWG9562J,1.00E+14
40004714,IN004715,900004713,AHOWG9563J,1.00E+14
40004715,IN004716,900004714,AHOWG9564J,1.00E+14
40004716,IN004717,900004715,AHOWG9565J,1.00E+14
40004717,IN004718,900004716,AHOWG9566J,1.00E+14
40004718,IN004719,900004717,AHOWG9567J,1.00E+14
40004719,IN004720,900004718,AHOWG9568J,1.00E+14
40004720,IN004721,900004719,AHOWG9569J,1.00E+14
40004721,IN004722,900004720,AHOWG9570J,1.00E+14
40004722,IN004723,900004721,AHOWG9571J,1.00E+14
40004723,IN004724,900004722,AHOWG9572J,1.00E+14
40004724,IN004725,900004723,AHOWG9573J,1.00E+14
40004725,IN004726,900004724,AHOWG9574J,1.00E+14
40004726,IN004727,900004725,AHOWG9575J,1.00E+14
40004727,IN004728,900004726,AHOWG9576J,1.00E+14
40004728,IN004729,900004727,AHOWG9577J,1.00E+14
40004729,IN004730,900004728,AHOWG9578J,1.00E+14
40004730,IN004731,900004729,AHOWG9579J,1.00E+14
40004731,IN004732,900004730,AHOWG9580J,1.00E+14
40004732,IN004733,900004731,AHOWG9581J,1.00E+14
40004733,IN004734,900004732,AHOWG9582J,1.00E+14
40004734,IN004735,900004733,AHOWG9583J,1.00E+14
40004735,IN004736,900004734,AHOWG9584J,1.00E+14
40004736,IN004737,900004735,AHOWG9585J,1.00E+14
40004737,IN004738,900004736,AHOWG9586J,1.00E+14
40004738,IN004739,900004737,AHOWG9587J,1.00E+14
40004739,IN004740,900004738,AHOWG9588J,1.00E+14
40004740,IN004741,900004739,AHOWG9589J,1.00E+14
40004741,IN004742,900004740,AHOWG9590J,1.00E+14
40004742,IN004743,900004741,AHOWG9591J,1.00E+14
40004743,IN004744,900004742,AHOWG9592J,1.00E+14
40004744,IN004745,900004743,AHOWG9593J,1.00E+14
40004745,IN004746,900004744,AHOWG9594J,1.00E+14
40004746,IN004747,900004745,AHOWG9595J,1.00E+14
40004747,IN004748,900004746,AHOWG9596J,1.00E+14
40004748,IN004749,900004747,AHOWG9597J,1.00E+14
40004749,IN004750,900004748,AHOWG9598J,1.00E+14
40004750,IN004751,900004749,AHOWG9599J,1.00E+14
40004751,IN004752,900004750,AHOWG9600J,1.00E+14
40004752,IN004753,900004751,AHOWG9601J,1.00E+14
40004753,IN004754,900004752,AHOWG9602J,1.00E+14
40004754,IN004755,900004753,AHOWG9603J,1.00E+14
40004755,IN004756,900004754,AHOWG9604J,1.00E+14
40004756,IN004757,900004755,AHOWG9605J,1.00E+14
40004757,IN004758,900004756,AHOWG9606J,1.00E+14
40004758,IN004759,900004757,AHOWG9607J,1.00E+14
40004759,IN004760,900004758,AHOWG9608J,1.00E+14
40004760,IN004761,900004759,AHOWG9609J,1.00E+14
40004761,IN004762,900004760,AHOWG9610J,1.00E+14
40004762,IN004763,900004761,AHOWG9611J,1.00E+14
40004763,IN004764,900004762,AHOWG9612J,1.00E+14
40004764,IN004765,900004763,AHOWG9613J,1.00E+14
40004765,IN004766,900004764,AHOWG9614J,1.00E+14
40004766,IN004767,900004765,AHOWG9615J,1.00E+14
40004767,IN004768,900004766,AHOWG9616J,1.00E+14
40004768,IN004769,900004767,AHOWG9617J,1.00E+14
40004769,IN004770,900004768,AHOWG9618J,1.00E+14
40004770,IN004771,900004769,AHOWG9619J,1.00E+14
40004771,IN004772,900004770,AHOWG9620J,1.00E+14
40004772,IN004773,900004771,AHOWG9621J,1.00E+14
40004773,IN004774,900004772,AHOWG9622J,1.00E+14
40004774,IN004775,900004773,AHOWG9623J,1.00E+14
40004775,IN004776,900004774,AHOWG9624J,1.00E+14
40004776,IN004777,900004775,AHOWG9625J,1.00E+14
40004777,IN004778,900004776,AHOWG9626J,1.00E+14
40004778,IN004779,900004777,AHOWG9627J,1.00E+14
40004779,IN004780,900004778,AHOWG9628J,1.00E+14
40004780,IN004781,900004779,AHOWG9629J,1.00E+14
40004781,IN004782,900004780,AHOWG9630J,1.00E+14
40004782,IN004783,900004781,AHOWG9631J,1.00E+14
40004783,IN004784,900004782,AHOWG9632J,1.00E+14
40004784,IN004785,900004783,AHOWG9633J,1.00E+14
40004785,IN004786,900004784,AHOWG9634J,1.00E+14
40004786,IN004787,900004785,AHOWG9635J,1.00E+14
40004787,IN004788,900004786,AHOWG9636J,1.00E+14
40004788,IN004789,900004787,AHOWG9637J,1.00E+14
40004789,IN004790,900004788,AHOWG9638J,1.00E+14
40004790,IN004791,900004789,AHOWG9639J,1.00E+14
40004791,IN004792,900004790,AHOWG9640J,1.00E+14
40004792,IN004793,900004791,AHOWG9641J,1.00E+14
40004793,IN004794,900004792,AHOWG9642J,1.00E+14
40004794,IN004795,900004793,AHOWG9643J,1.00E+14
40004795,IN004796,900004794,AHOWG9644J,1.00E+14
40004796,IN004797,900004795,AHOWG9645J,1.00E+14
40004797,IN004798,900004796,AHOWG9646J,1.00E+14
40004798,IN004799,900004797,AHOWG9647J,1.00E+14
40004799,IN004800,900004798,AHOWG9648J,1.00E+14
40004800,IN004801,900004799,AHOWG9649J,1.00E+14
40004801,IN004802,900004800,AHOWG9650J,1.00E+14
40004802,IN004803,900004801,AHOWG9651J,1.00E+14
40004803,IN004804,900004802,AHOWG9652J,1.00E+14
40004804,IN004805,900004803,AHOWG9653J,1.00E+14
40004805,IN004806,900004804,AHOWG9654J,1.00E+14
40004806,IN004807,900004805,AHOWG9655J,1.00E+14
40004807,IN004808,900004806,AHOWG9656J,1.00E+14
40004808,IN004809,900004807,AHOWG9657J,1.00E+14
40004809,IN004810,900004808,AHOWG9658J,1.00E+14
40004810,IN004811,900004809,AHOWG9659J,1.00E+14
40004811,IN004812,900004810,AHOWG9660J,1.00E+14
40004812,IN004813,900004811,AHOWG9661J,1.00E+14
40004813,IN004814,900004812,AHOWG9662J,1.00E+14
40004814,IN004815,900004813,AHOWG9663J,1.00E+14
40004815,IN004816,900004814,AHOWG9664J,1.00E+14
40004816,IN004817,900004815,AHOWG9665J,1.00E+14
40004817,IN004818,900004816,AHOWG9666J,1.00E+14
40004818,IN004819,900004817,AHOWG9667J,1.00E+14
40004819,IN004820,900004818,AHOWG9668J,1.00E+14
40004820,IN004821,900004819,AHOWG9669J,1.00E+14
40004821,IN004822,900004820,AHOWG9670J,1.00E+14
40004822,IN004823,900004821,AHOWG9671J,1.00E+14
40004823,IN004824,900004822,AHOWG9672J,1.00E+14
40004824,IN004825,900004823,AHOWG9673J,1.00E+14
40004825,IN004826,900004824,AHOWG9674J,1.00E+14
40004826,IN004827,900004825,AHOWG9675J,1.00E+14
40004827,IN004828,900004826,AHOWG9676J,1.00E+14
40004828,IN004829,900004827,AHOWG9677J,1.00E+14
40004829,IN004830,900004828,AHOWG9678J,1.00E+14
40004830,IN004831,900004829,AHOWG9679J,1.00E+14
40004831,IN004832,900004830,AHOWG9680J,1.00E+14
40004832,IN004833,900004831,AHOWG9681J,1.00E+14
40004833,IN004834,900004832,AHOWG9682J,1.00E+14
40004834,IN004835,900004833,AHOWG9683J,1.00E+14
40004835,IN004836,900004834,AHOWG9684J,1.00E+14
40004836,IN004837,900004835,AHOWG9685J,1.00E+14
40004837,IN004838,900004836,AHOWG9686J,1.00E+14
40004838,IN004839,900004837,AHOWG9687J,1.00E+14
40004839,IN004840,900004838,AHOWG9688J,1.00E+14
40004840,IN004841,900004839,AHOWG9689J,1.00E+14
40004841,IN004842,900004840,AHOWG9690J,1.00E+14
40004842,IN004843,900004841,AHOWG9691J,1.00E+14
40004843,IN004844,900004842,AHOWG9692J,1.00E+14
40004844,IN004845,900004843,AHOWG9693J,1.00E+14
40004845,IN004846,900004844,AHOWG9694J,1.00E+14
40004846,IN004847,900004845,AHOWG9695J,1.00E+14
40004847,IN004848,900004846,AHOWG9696J,1.00E+14
40004848,IN004849,900004847,AHOWG9697J,1.00E+14
40004849,IN004850,900004848,AHOWG9698J,1.00E+14
40004850,IN004851,900004849,AHOWG9699J,1.00E+14
40004851,IN004852,900004850,AHOWG9700J,1.00E+14
40004852,IN004853,900004851,AHOWG9701J,1.00E+14
40004853,IN004854,900004852,AHOWG9702J,1.00E+14
40004854,IN004855,900004853,AHOWG9703J,1.00E+14
40004855,IN004856,900004854,AHOWG9704J,1.00E+14
40004856,IN004857,900004855,AHOWG9705J,1.00E+14
40004857,IN004858,900004856,AHOWG9706J,1.00E+14
40004858,IN004859,900004857,AHOWG9707J,1.00E+14
40004859,IN004860,900004858,AHOWG9708J,1.00E+14
40004860,IN004861,900004859,AHOWG9709J,1.00E+14
40004861,IN004862,900004860,AHOWG9710J,1.00E+14
40004862,IN004863,900004861,AHOWG9711J,1.00E+14
40004863,IN004864,900004862,AHOWG9712J,1.00E+14
40004864,IN004865,900004863,AHOWG9713J,1.00E+14
40004865,IN004866,900004864,AHOWG9714J,1.00E+14
40004866,IN004867,900004865,AHOWG9715J,1.00E+14
40004867,IN004868,900004866,AHOWG9716J,1.00E+14
40004868,IN004869,900004867,AHOWG9717J,1.00E+14
40004869,IN004870,900004868,AHOWG9718J,1.00E+14
40004870,IN004871,900004869,AHOWG9719J,1.00E+14
40004871,IN004872,900004870,AHOWG9720J,1.00E+14
40004872,IN004873,900004871,AHOWG9721J,1.00E+14
40004873,IN004874,900004872,AHOWG9722J,1.00E+14
40004874,IN004875,900004873,AHOWG9723J,1.00E+14
40004875,IN004876,900004874,AHOWG9724J,1.00E+14
40004876,IN004877,900004875,AHOWG9725J,1.00E+14
40004877,IN004878,900004876,AHOWG9726J,1.00E+14
40004878,IN004879,900004877,AHOWG9727J,1.00E+14
40004879,IN004880,900004878,AHOWG9728J,1.00E+14
40004880,IN004881,900004879,AHOWG9729J,1.00E+14
40004881,IN004882,900004880,AHOWG9730J,1.00E+14
40004882,IN004883,900004881,AHOWG9731J,1.00E+14
40004883,IN004884,900004882,AHOWG9732J,1.00E+14
40004884,IN004885,900004883,AHOWG9733J,1.00E+14
40004885,IN004886,900004884,AHOWG9734J,1.00E+14
40004886,IN004887,900004885,AHOWG9735J,1.00E+14
40004887,IN004888,900004886,AHOWG9736J,1.00E+14
40004888,IN004889,900004887,AHOWG9737J,1.00E+14
40004889,IN004890,900004888,AHOWG9738J,1.00E+14
40004890,IN004891,900004889,AHOWG9739J,1.00E+14
40004891,IN004892,900004890,AHOWG9740J,1.00E+14
40004892,IN004893,900004891,AHOWG9741J,1.00E+14
40004893,IN004894,900004892,AHOWG9742J,1.00E+14
40004894,IN004895,900004893,AHOWG9743J,1.00E+14
40004895,IN004896,900004894,AHOWG9744J,1.00E+14
40004896,IN004897,900004895,AHOWG9745J,1.00E+14
40004897,IN004898,900004896,AHOWG9746J,1.00E+14
40004898,IN004899,900004897,AHOWG9747J,1.00E+14
40004899,IN004900,900004898,AHOWG9748J,1.00E+14
40004900,IN004901,900004899,AHOWG9749J,1.00E+14
40004901,IN004902,900004900,AHOWG9750J,1.00E+14
40004902,IN004903,900004901,AHOWG9751J,1.00E+14
40004903,IN004904,900004902,AHOWG9752J,1.00E+14
40004904,IN004905,900004903,AHOWG9753J,1.00E+14
40004905,IN004906,900004904,AHOWG9754J,1.00E+14
40004906,IN004907,900004905,AHOWG9755J,1.00E+14
40004907,IN004908,900004906,AHOWG9756J,1.00E+14
40004908,IN004909,900004907,AHOWG9757J,1.00E+14
40004909,IN004910,900004908,AHOWG9758J,1.00E+14
40004910,IN004911,900004909,AHOWG9759J,1.00E+14
40004911,IN004912,900004910,AHOWG9760J,1.00E+14
40004912,IN004913,900004911,AHOWG9761J,1.00E+14
40004913,IN004914,900004912,AHOWG9762J,1.00E+14
40004914,IN004915,900004913,AHOWG9763J,1.00E+14
40004915,IN004916,900004914,AHOWG9764J,1.00E+14
40004916,IN004917,900004915,AHOWG9765J,1.00E+14
40004917,IN004918,900004916,AHOWG9766J,1.00E+14
40004918,IN004919,900004917,AHOWG9767J,1.00E+14
40004919,IN004920,900004918,AHOWG9768J,1.00E+14
40004920,IN004921,900004919,AHOWG9769J,1.00E+14
40004921,IN004922,900004920,AHOWG9770J,1.00E+14
40004922,IN004923,900004921,AHOWG9771J,1.00E+14
40004923,IN004924,900004922,AHOWG9772J,1.00E+14
40004924,IN004925,900004923,AHOWG9773J,1.00E+14
40004925,IN004926,900004924,AHOWG9774J,1.00E+14
40004926,IN004927,900004925,AHOWG9775J,1.00E+14
40004927,IN004928,900004926,AHOWG9776J,1.00E+14
40004928,IN004929,900004927,AHOWG9777J,1.00E+14
40004929,IN004930,900004928,AHOWG9778J,1.00E+14
40004930,IN004931,900004929,AHOWG9779J,1.00E+14
40004931,IN004932,900004930,AHOWG9780J,1.00E+14
40004932,IN004933,900004931,AHOWG9781J,1.00E+14
40004933,IN004934,900004932,AHOWG9782J,1.00E+14
40004934,IN004935,900004933,AHOWG9783J,1.00E+14
40004935,IN004936,900004934,AHOWG9784J,1.00E+14
40004936,IN004937,900004935,AHOWG9785J,1.00E+14
40004937,IN004938,900004936,AHOWG9786J,1.00E+14
40004938,IN004939,900004937,AHOWG9787J,1.00E+14
40004939,IN004940,900004938,AHOWG9788J,1.00E+14
40004940,IN004941,900004939,AHOWG9789J,1.00E+14
40004941,IN004942,900004940,AHOWG9790J,1.00E+14
40004942,IN004943,900004941,AHOWG9791J,1.00E+14
40004943,IN004944,900004942,AHOWG9792J,1.00E+14
40004944,IN004945,900004943,AHOWG9793J,1.00E+14
40004945,IN004946,900004944,AHOWG9794J,1.00E+14
40004946,IN004947,900004945,AHOWG9795J,1.00E+14
40004947,IN004948,900004946,AHOWG9796J,1.00E+14
40004948,IN004949,900004947,AHOWG9797J,1.00E+14
40004949,IN004950,900004948,AHOWG9798J,1.00E+14
40004950,IN004951,900004949,AHOWG9799J,1.00E+14
40004951,IN004952,900004950,AHOWG9800J,1.00E+14
40004952,IN004953,900004951,AHOWG9801J,1.00E+14
40004953,IN004954,900004952,AHOWG9802J,1.00E+14
40004954,IN004955,900004953,AHOWG9803J,1.00E+14
40004955,IN004956,900004954,AHOWG9804J,1.00E+14
40004956,IN004957,900004955,AHOWG9805J,1.00E+14
40004957,IN004958,900004956,AHOWG9806J,1.00E+14
40004958,IN004959,900004957,AHOWG9807J,1.00E+14
40004959,IN004960,900004958,AHOWG9808J,1.00E+14
40004960,IN004961,900004959,AHOWG9809J,1.00E+14
40004961,IN004962,900004960,AHOWG9810J,1.00E+14
40004962,IN004963,900004961,AHOWG9811J,1.00E+14
40004963,IN004964,900004962,AHOWG9812J,1.00E+14
40004964,IN004965,900004963,AHOWG9813J,1.00E+14
40004965,IN004966,900004964,AHOWG9814J,1.00E+14
40004966,IN004967,900004965,AHOWG9815J,1.00E+14
40004967,IN004968,900004966,AHOWG9816J,1.00E+14
40004968,IN004969,900004967,AHOWG9817J,1.00E+14
40004969,IN004970,900004968,AHOWG9818J,1.00E+14
40004970,IN004971,900004969,AHOWG9819J,1.00E+14
40004971,IN004972,900004970,AHOWG9820J,1.00E+14
40004972,IN004973,900004971,AHOWG9821J,1.00E+14
40004973,IN004974,900004972,AHOWG9822J,1.00E+14
40004974,IN004975,900004973,AHOWG9823J,1.00E+14
40004975,IN004976,900004974,AHOWG9824J,1.00E+14
40004976,IN004977,900004975,AHOWG9825J,1.00E+14
40004977,IN004978,900004976,AHOWG9826J,1.00E+14
40004978,IN004979,900004977,AHOWG9827J,1.00E+14
40004979,IN004980,900004978,AHOWG9828J,1.00E+14
40004980,IN004981,900004979,AHOWG9829J,1.00E+14
40004981,IN004982,900004980,AHOWG9830J,1.00E+14
40004982,IN004983,900004981,AHOWG9831J,1.00E+14
40004983,IN004984,900004982,AHOWG9832J,1.00E+14
40004984,IN004985,900004983,AHOWG9833J,1.00E+14
40004985,IN004986,900004984,AHOWG9834J,1.00E+14
40004986,IN004987,900004985,AHOWG9835J,1.00E+14
40004987,IN004988,900004986,AHOWG9836J,1.00E+14
40004988,IN004989,900004987,AHOWG9837J,1.00E+14
40004989,IN004990,900004988,AHOWG9838J,1.00E+14
40004990,IN004991,900004989,AHOWG9839J,1.00E+14
40004991,IN004992,900004990,AHOWG9840J,1.00E+14
40004992,IN004993,900004991,AHOWG9841J,1.00E+14
40004993,IN004994,900004992,AHOWG9842J,1.00E+14
40004994,IN004995,900004993,AHOWG9843J,1.00E+14
40004995,IN004996,900004994,AHOWG9844J,1.00E+14
40004996,IN004997,900004995,AHOWG9845J,1.00E+14
40004997,IN004998,900004996,AHOWG9846J,1.00E+14
40004998,IN004999,900004997,AHOWG9847J,1.00E+14
40004999,IN005000,900004998,AHOWG9848J,1.00E+14
40005000,IN005001,900004999,AHOWG9849J,1.00E+14
40005001,IN005002,900005000,AHOWG9850J,1.00E+14
40005002,IN005003,900005001,AHOWG9851J,1.00E+14
40005003,IN005004,900005002,AHOWG9852J,1.00E+14
40005004,IN005005,900005003,AHOWG9853J,1.00E+14
40005005,IN005006,900005004,AHOWG9854J,1.00E+14
40005006,IN005007,900005005,AHOWG9855J,1.00E+14
40005007,IN005008,900005006,AHOWG9856J,1.00E+14
40005008,IN005009,900005007,AHOWG9857J,1.00E+14
40005009,IN005010,900005008,AHOWG9858J,1.00E+14
40005010,IN005011,900005009,AHOWG9859J,1.00E+14
40005011,IN005012,900005010,AHOWG9860J,1.00E+14
40005012,IN005013,900005011,AHOWG9861J,1.00E+14
40005013,IN005014,900005012,AHOWG9862J,1.00E+14
40005014,IN005015,900005013,AHOWG9863J,1.00E+14
40005015,IN005016,900005014,AHOWG9864J,1.00E+14
40005016,IN005017,900005015,AHOWG9865J,1.00E+14
40005017,IN005018,900005016,AHOWG9866J,1.00E+14
40005018,IN005019,900005017,AHOWG9867J,1.00E+14
40005019,IN005020,900005018,AHOWG9868J,1.00E+14
40005020,IN005021,900005019,AHOWG9869J,1.00E+14
40005021,IN005022,900005020,AHOWG9870J,1.00E+14
40005022,IN005023,900005021,AHOWG9871J,1.00E+14
40005023,IN005024,900005022,AHOWG9872J,1.00E+14
40005024,IN005025,900005023,AHOWG9873J,1.00E+14
40005025,IN005026,900005024,AHOWG9874J,1.00E+14
40005026,IN005027,900005025,AHOWG9875J,1.00E+14
40005027,IN005028,900005026,AHOWG9876J,1.00E+14
40005028,IN005029,900005027,AHOWG9877J,1.00E+14
40005029,IN005030,900005028,AHOWG9878J,1.00E+14
40005030,IN005031,900005029,AHOWG9879J,1.00E+14
40005031,IN005032,900005030,AHOWG9880J,1.00E+14
40005032,IN005033,900005031,AHOWG9881J,1.00E+14
40005033,IN005034,900005032,AHOWG9882J,1.00E+14
40005034,IN005035,900005033,AHOWG9883J,1.00E+14
40005035,IN005036,900005034,AHOWG9884J,1.00E+14
40005036,IN005037,900005035,AHOWG9885J,1.00E+14
40005037,IN005038,900005036,AHOWG9886J,1.00E+14
40005038,IN005039,900005037,AHOWG9887J,1.00E+14
40005039,IN005040,900005038,AHOWG9888J,1.00E+14
40005040,IN005041,900005039,AHOWG9889J,1.00E+14
40005041,IN005042,900005040,AHOWG9890J,1.00E+14
40005042,IN005043,900005041,AHOWG9891J,1.00E+14
40005043,IN005044,900005042,AHOWG9892J,1.00E+14
40005044,IN005045,900005043,AHOWG9893J,1.00E+14
40005045,IN005046,900005044,AHOWG9894J,1.00E+14
40005046,IN005047,900005045,AHOWG9895J,1.00E+14
40005047,IN005048,900005046,AHOWG9896J,1.00E+14
40005048,IN005049,900005047,AHOWG9897J,1.00E+14
40005049,IN005050,900005048,AHOWG9898J,1.00E+14
40005050,IN005051,900005049,AHOWG9899J,1.00E+14
40005051,IN005052,900005050,AHOWG9900J,1.00E+14
40005052,IN005053,900005051,AHOWG9901J,1.00E+14
40005053,IN005054,900005052,AHOWG9902J,1.00E+14
40005054,IN005055,900005053,AHOWG9903J,1.00E+14
40005055,IN005056,900005054,AHOWG9904J,1.00E+14
40005056,IN005057,900005055,AHOWG9905J,1.00E+14
40005057,IN005058,900005056,AHOWG9906J,1.00E+14
40005058,IN005059,900005057,AHOWG9907J,1.00E+14
40005059,IN005060,900005058,AHOWG9908J,1.00E+14
40005060,IN005061,900005059,AHOWG9909J,1.00E+14
40005061,IN005062,900005060,AHOWG9910J,1.00E+14
40005062,IN005063,900005061,AHOWG9911J,1.00E+14
40005063,IN005064,900005062,AHOWG9912J,1.00E+14
40005064,IN005065,900005063,AHOWG9913J,1.00E+14
40005065,IN005066,900005064,AHOWG9914J,1.00E+14
40005066,IN005067,900005065,AHOWG9915J,1.00E+14
40005067,IN005068,900005066,AHOWG9916J,1.00E+14
40005068,IN005069,900005067,AHOWG9917J,1.00E+14
40005069,IN005070,900005068,AHOWG9918J,1.00E+14
40005070,IN005071,900005069,AHOWG9919J,1.00E+14
40005071,IN005072,900005070,AHOWG9920J,1.00E+14
40005072,IN005073,900005071,AHOWG9921J,1.00E+14
40005073,IN005074,900005072,AHOWG9922J,1.00E+14
40005074,IN005075,900005073,AHOWG9923J,1.00E+14
40005075,IN005076,900005074,AHOWG9924J,1.00E+14
40005076,IN005077,900005075,AHOWG9925J,1.00E+14
40005077,IN005078,900005076,AHOWG9926J,1.00E+14
40005078,IN005079,900005077,AHOWG9927J,1.00E+14
40005079,IN005080,900005078,AHOWG9928J,1.00E+14
40005080,IN005081,900005079,AHOWG9929J,1.00E+14
40005081,IN005082,900005080,AHOWG9930J,1.00E+14
40005082,IN005083,900005081,AHOWG9931J,1.00E+14
40005083,IN005084,900005082,AHOWG9932J,1.00E+14
40005084,IN005085,900005083,AHOWG9933J,1.00E+14
40005085,IN005086,900005084,AHOWG9934J,1.00E+14
40005086,IN005087,900005085,AHOWG9935J,1.00E+14
40005087,IN005088,900005086,AHOWG9936J,1.00E+14
40005088,IN005089,900005087,AHOWG9937J,1.00E+14
40005089,IN005090,900005088,AHOWG9938J,1.00E+14
40005090,IN005091,900005089,AHOWG9939J,1.00E+14
40005091,IN005092,900005090,AHOWG9940J,1.00E+14
40005092,IN005093,900005091,AHOWG9941J,1.00E+14
40005093,IN005094,900005092,AHOWG9942J,1.00E+14
40005094,IN005095,900005093,AHOWG9943J,1.00E+14
40005095,IN005096,900005094,AHOWG9944J,1.00E+14
40005096,IN005097,900005095,AHOWG9945J,1.00E+14
40005097,IN005098,900005096,AHOWG9946J,1.00E+14
40005098,IN005099,900005097,AHOWG9947J,1.00E+14
